Epoch,Train_Loss,Train_Accuracy,Validation_Loss,Validation_Accuracy,Learning_Rate,Epoch_Time_Seconds
1,0.9674114959783596,65.01490312965723,0.4312814160015272,87.30434782608695,0.0001,72.09596371650696
2,0.3774130346167461,87.4441132637854,0.25970189716504966,91.82608695652173,0.0001,39.88401174545288
3,0.2337370842400988,92.13859910581222,0.2063589520558067,93.04347826086956,0.0001,41.34809374809265
4,0.15940471433225226,94.74664679582712,0.19403672630372254,94.08695652173913,0.0001,41.237220764160156
5,0.11674312724497297,96.60953800298063,0.17281662242568058,94.78260869565217,0.0001,39.9125657081604
6,0.09959751100108671,96.68405365126677,0.16075461306325767,95.47826086956522,0.0001,39.93912744522095
7,0.07384119378180755,97.80178837555887,0.1496596326517022,95.65217391304348,0.0001,36.62901544570923
8,0.06274323714494527,97.80178837555887,0.20420047839374647,93.73913043478261,0.0001,37.494261264801025
9,0.054409668662192524,98.28614008941878,0.118787534577853,96.0,0.0001,37.76691126823425
10,0.05845302769056509,98.21162444113264,0.12980629321714135,95.65217391304348,0.0001,39.058960914611816
11,0.04417174936781586,98.73323397913562,0.12086007866603525,96.34782608695652,0.0001,50.049728870391846
12,0.033936161977994005,99.10581222056632,0.11278788861292212,96.34782608695652,0.0001,61.31708812713623
13,0.029051867625627517,99.03129657228018,0.14003303911820378,96.52173913043478,0.0001,82.4116485118866
14,0.026937348312342985,99.21758569299553,0.13621044985261624,96.8695652173913,0.0001,37.70746898651123
15,0.02741032192100467,99.03129657228018,0.14001162461248104,96.52173913043478,0.0001,36.711201190948486
16,0.03848536788304121,98.62146050670641,0.12296402809331598,97.21739130434783,0.0001,38.00002646446228
17,0.035388403025632044,98.95678092399403,0.13328167634069635,94.78260869565217,0.0001,37.68568158149719
18,0.03824019922729826,98.65871833084948,0.14989752453035654,96.69565217391305,5e-05,37.95248746871948
19,0.018996941546570154,99.40387481371089,0.12437757530649517,96.8695652173913,5e-05,38.28218960762024
20,0.01323280155248579,99.55290611028316,0.13534532080050152,96.69565217391305,5e-05,38.53579783439636
21,0.021049987122368958,99.18032786885246,0.1305095910729395,97.3913043478261,5e-05,41.01842021942139
22,0.012975137683631639,99.6274217585693,0.10788448741578538,97.73913043478261,5e-05,40.1493182182312
23,0.008422739522251607,99.81371087928466,0.11854316108617122,97.73913043478261,5e-05,38.08829426765442
24,0.012100891862871353,99.7391952309985,0.12726817007945931,96.34782608695652,5e-05,37.8276424407959
25,0.01890795881791948,99.40387481371089,0.12213533349051747,96.8695652173913,5e-05,37.91739010810852
26,0.012386340276786124,99.6274217585693,0.1205925584935239,96.52173913043478,5e-05,35.4693284034729
27,0.009267724232419203,99.70193740685544,0.10323125922343815,97.56521739130434,5e-05,39.299964904785156
28,0.012314756676914161,99.51564828614009,0.11942662983565874,96.8695652173913,5e-05,38.64132905006409
29,0.007476221381440438,99.7391952309985,0.12122419232968241,96.69565217391305,5e-05,35.477133989334106
30,0.00879059239220736,99.70193740685544,0.10763091242355902,97.56521739130434,5e-05,45.01534581184387
31,0.004288987772312066,99.96274217585693,0.10577337213503399,97.3913043478261,5e-05,38.3906352519989
32,0.004039323119289275,99.92548435171386,0.10920948829228544,96.8695652173913,5e-05,38.32139444351196
33,0.01002587426275172,99.70193740685544,0.1042337861869221,97.73913043478261,2.5e-05,45.17738151550293
34,0.005792409868158981,99.81371087928466,0.11715610931809668,97.73913043478261,2.5e-05,35.5684814453125
35,0.007240611326738227,99.85096870342772,0.10968485641030028,97.73913043478261,2.5e-05,44.853166580200195
36,0.005317843380420061,99.85096870342772,0.1012969052035402,98.08695652173913,2.5e-05,44.386107206344604
37,0.006538081078373045,99.85096870342772,0.11087064113705825,97.3913043478261,2.5e-05,40.40119695663452
38,0.00585026586636132,99.85096870342772,0.10848897253321332,97.3913043478261,2.5e-05,36.96010208129883
39,0.0035501828499765716,99.92548435171386,0.11286329366018712,97.56521739130434,2.5e-05,37.63082408905029
40,0.00519939198342543,99.8882265275708,0.11398966014648423,97.56521739130434,2.5e-05,37.46950817108154
41,0.003108256091171582,99.96274217585693,0.0952038377183287,97.91304347826087,2.5e-05,37.7318320274353
42,0.004915616858936482,99.85096870342772,0.10218433624589006,97.21739130434783,2.5e-05,37.65397906303406
43,0.0038968207825478126,99.92548435171386,0.09730892215496051,97.91304347826087,2.5e-05,40.580729484558105
44,0.00860016455258004,99.66467958271237,0.1175586544328025,97.73913043478261,2.5e-05,38.07957172393799
45,0.004564460829025601,99.8882265275708,0.11067180492662136,97.3913043478261,2.5e-05,38.09886074066162
46,0.005059168410154622,99.85096870342772,0.1278500403851554,97.04347826086956,2.5e-05,38.4243848323822
47,0.0055552282491076015,99.85096870342772,0.11634280496033961,97.73913043478261,1.25e-05,38.48951029777527
48,0.0031472382392418873,99.96274217585693,0.10618500331983619,97.56521739130434,1.25e-05,38.72301959991455
49,0.003428494684541655,99.92548435171386,0.11503920378507641,97.91304347826087,1.25e-05,38.399165868759155
50,0.0022315114101661934,100.0,0.11338533155012714,98.08695652173913,1.25e-05,37.75568962097168
51,0.00277671269031185,99.92548435171386,0.11028928706736263,98.26086956521739,1.25e-05,39.34099626541138
52,0.001957214615474651,99.92548435171386,0.11051617034280713,97.73913043478261,1.25e-05,38.04744863510132
53,0.0021559004535244143,99.92548435171386,0.119021200758567,98.08695652173913,6.25e-06,37.90908122062683
54,0.0023123364221531413,99.96274217585693,0.11253554774362229,97.91304347826087,6.25e-06,37.11332154273987
55,0.0022053319091935785,99.96274217585693,0.11112298840525277,98.08695652173913,6.25e-06,36.64599800109863
56,0.002758363044953873,99.8882265275708,0.10833194800191964,98.08695652173913,6.25e-06,40.377114057540894
57,0.002560146051673628,99.96274217585693,0.1113496168054458,97.56521739130434,6.25e-06,39.33285641670227
58,0.001697388203940106,100.0,0.11321711855019322,97.73913043478261,6.25e-06,37.812729597091675
59,0.0030023720512597236,99.96274217585693,0.10335141181004355,98.08695652173913,3.125e-06,39.20451831817627
60,0.0034424540320053144,99.8882265275708,0.11499273304126488,97.73913043478261,3.125e-06,39.194177865982056
61,0.0018830548961763617,99.96274217585693,0.11131195172576396,97.73913043478261,3.125e-06,38.408061504364014
62,0.001872421720232773,99.96274217585693,0.10660467759741511,97.73913043478261,3.125e-06,38.133272886276245
63,0.0009508183517439698,100.0,0.10773720733036854,98.08695652173913,3.125e-06,37.67122745513916
64,0.002424233348852082,99.96274217585693,0.10172264245242568,98.26086956521739,3.125e-06,38.83260798454285
65,0.0011930421065392866,100.0,0.10333776128913641,97.91304347826087,1.5625e-06,37.948874711990356
66,0.002572266921265611,99.92548435171386,0.10643849239208857,97.91304347826087,1.5625e-06,37.878626585006714
