epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,learning_rate,epoch_time_seconds
1,1.0028238370237337,68.85245901639344,0.6135034952992978,87.65217391304347,0.0001,51.01462483406067
2,0.579511530175472,87.14605067064085,0.515882408618927,90.08695652173913,0.0001,42.947726011276245
3,0.4937620475199823,91.20715350223547,0.4839520211841749,92.52173913043478,0.0001,41.780269145965576
4,0.44158790217248944,93.70342771982116,0.42185114938279855,95.30434782608695,0.0001,41.83076214790344
5,0.4075928272682224,94.7839046199702,0.4232566992096279,94.08695652173913,0.0001,42.51315450668335
6,0.3765440360266832,96.46050670640834,0.4415041564858478,92.8695652173913,0.0001,44.383190393447876
7,0.35350082208431605,97.3919523099851,0.4173172686929288,94.6086956521739,0.0001,42.79023718833923
8,0.338585261172225,97.72727272727273,0.3919477513043777,95.65217391304348,0.0001,42.78389096260071
9,0.3341504092010407,97.95081967213115,0.39961339955744535,95.30434782608695,0.0001,42.734779357910156
10,0.3308614384488448,97.7645305514158,0.3876661852131719,96.0,0.0001,42.609768867492676
11,0.3170181925890165,98.43517138599105,0.3951462512430937,95.47826086956522,0.0001,43.470287561416626
12,0.3147183790381015,98.6214605067064,0.3870106176189754,95.47826086956522,0.0001,43.05035948753357
13,0.31686732346183677,98.06259314456037,0.46054514351098436,93.56521739130434,0.0001,48.17385816574097
14,0.30569480388423903,98.58420268256334,0.3814997669406559,96.0,0.0001,44.57822299003601
15,0.3049512863514498,98.58420268256334,0.3990871432034866,94.6086956521739,0.0001,42.969377756118774
16,0.31832669140152,98.13710879284649,0.39774691747582475,96.17391304347827,0.0001,42.41377234458923
17,0.2977795570689058,98.88226527570791,0.3711392411460047,96.0,0.0001,44.26842951774597
18,0.29256463619351564,99.03129657228018,0.4230166615092236,94.6086956521739,0.0001,42.67082357406616
19,0.29344690752100483,99.10581222056632,0.4527957246096238,93.56521739130434,0.0001,42.9558482170105
20,0.30225903541960053,98.58420268256334,0.39668600072031435,94.95652173913044,0.0001,42.87230443954468
21,0.28365294188927254,99.44113263785394,0.4198286365426105,94.08695652173913,5e-05,42.699241399765015
22,0.2785713931132002,99.44113263785394,0.3793350598086482,95.82608695652173,5e-05,43.49989938735962
23,0.27439023649816896,99.73919523099852,0.3997144691322161,95.47826086956522,5e-05,43.07206916809082
24,0.27042120446391327,99.73919523099852,0.39479992508888245,95.65217391304348,5e-05,42.79893708229065
25,0.2676391782774833,99.85096870342772,0.3712879096943399,95.65217391304348,2.5e-05,43.1039457321167
26,0.26713357801408955,99.8882265275708,0.37005052696103635,96.0,2.5e-05,42.9009428024292
27,0.2650051447833526,99.92548435171386,0.3562189568125683,96.52173913043478,2.5e-05,42.606024980545044
28,0.26495965546893646,99.96274217585693,0.35621598855308867,96.52173913043478,2.5e-05,43.93521237373352
29,0.26320890871316593,100.0,0.3579080855328104,96.86956521739131,2.5e-05,42.98165678977966
30,0.2635082002457137,99.92548435171386,0.36725052045739215,96.86956521739131,2.5e-05,42.727269649505615
31,0.26491628362951264,99.85096870342772,0.3955451176995816,96.0,1.25e-05,43.361567974090576
32,0.263356830608294,99.92548435171386,0.3686380309643953,96.69565217391303,1.25e-05,43.15045237541199
33,0.26316975570115886,99.92548435171386,0.37009403809257174,96.69565217391303,1.25e-05,43.32672667503357
34,0.26240103717354835,99.96274217585693,0.37499241922212684,96.34782608695652,1.25e-05,43.69048738479614
35,0.2617463161710833,100.0,0.3666452549851459,96.34782608695652,6.25e-06,42.795244455337524
36,0.26258591270482307,99.92548435171386,0.36074806451797486,96.52173913043478,6.25e-06,42.89209508895874
37,0.26211184849504565,100.0,0.36398046581641486,96.52173913043478,6.25e-06,42.755878925323486
38,0.2613195817800997,100.0,0.36477219887401746,96.17391304347827,6.25e-06,43.191163063049316
