bin_lower,bin_upper,sample_count,average_confidence,accuracy,calibration_gap
0.0,0.1,0,,,
0.1,0.2,0,,,
0.2,0.30000000000000004,0,,,
0.30000000000000004,0.4,0,,,
0.4,0.5,0,,,
0.5,0.6000000000000001,1,0.5747407,1.0,-0.4252593
0.6000000000000001,0.7000000000000001,2,0.64953218,0.5,0.14953218000000001
0.7000000000000001,0.8,3,0.7603492233333333,1.0,-0.23965077666666668
0.8,0.9,13,0.8694246884615383,1.0,-0.1305753115384617
0.9,1.0,52,0.9357434425,0.9615384615384616,-0.025795019038461597
