bin_lower,bin_upper,sample_count,average_confidence,accuracy,calibration_gap
0.0,0.1,0,,,
0.1,0.2,0,,,
0.2,0.30000000000000004,0,,,
0.30000000000000004,0.4,0,,,
0.4,0.5,0,,,
0.5,0.6000000000000001,2,0.52973929,0.5,0.029739289999999974
0.6000000000000001,0.7000000000000001,0,,,
0.7000000000000001,0.8,1,0.7099145,1.0,-0.2900855
0.8,0.9,4,0.8380787774999999,1.0,-0.16192122250000007
0.9,1.0,64,0.995548205625,0.96875,0.026798205625000016
