bin_lower,bin_upper,sample_count,average_confidence,accuracy,calibration_gap
0.0,0.1,0,,,
0.1,0.2,0,,,
0.2,0.30000000000000004,1,0.28096616,0.0,0.28096616
0.30000000000000004,0.4,0,,,
0.4,0.5,1,0.474475,0.0,0.474475
0.5,0.6000000000000001,0,,,
0.6000000000000001,0.7000000000000001,1,0.69446915,0.0,0.69446915
0.7000000000000001,0.8,0,,,
0.8,0.9,0,,,
0.9,1.0,68,0.9494974369117647,0.9852941176470589,-0.035796680735294184
