bin_lower,bin_upper,sample_count,average_confidence,accuracy,calibration_gap
0.0,0.1,0,,,
0.1,0.2,0,,,
0.2,0.30000000000000004,0,,,
0.30000000000000004,0.4,1,0.38250813,0.0,0.38250813
0.4,0.5,3,0.46566176666666664,0.0,0.46566176666666664
0.5,0.6000000000000001,1,0.5974604,0.0,0.5974604
0.6000000000000001,0.7000000000000001,2,0.64855376,1.0,-0.35144624
0.7000000000000001,0.8,0,,,
0.8,0.9,13,0.864414010769231,1.0,-0.13558598923076903
0.9,1.0,51,0.9466029698039214,1.0,-0.053397030196078554
