bin_lower,bin_upper,sample_count,average_confidence,accuracy,calibration_gap
0.0,0.1,0,,,
0.1,0.2,0,,,
0.2,0.30000000000000004,0,,,
0.30000000000000004,0.4,0,,,
0.4,0.5,0,,,
0.5,0.6000000000000001,2,0.5545610785484314,0.5,0.054561078548431396
0.6000000000000001,0.7000000000000001,3,0.628271222114563,0.3333333333333333,0.2949378887812297
0.7000000000000001,0.8,0,,,
0.8,0.9,5,0.8692529797554016,1.0,-0.1307470202445984
0.9,1.0,61,0.9520566727294296,0.9672131147540983,-0.015156442024668704
