model,model_display,total_images,accuracy,accuracy_percent,macro_precision,macro_precision_percent,macro_recall,macro_recall_percent,macro_f1,macro_f1_percent,weighted_precision,weighted_precision_percent,weighted_recall,weighted_recall_percent,weighted_f1,weighted_f1_percent
convnextv2_tiny,ConvNeXtV2-Tiny,71,0.9436619718309859,94.36619718309859,0.9528571428571427,95.28571428571428,0.8928571428571428,89.28571428571428,0.9084616302661415,90.84616302661415,0.9456338028169015,94.56338028169014,0.9436619718309859,94.36619718309859,0.9394815005320142,93.94815005320142
densenet121,DenseNet121,71,0.9577464788732394,95.77464788732394,0.963030303030303,96.3030303030303,0.9345238095238094,93.45238095238095,0.9433019361590791,94.33019361590792,0.9634314980793854,96.34314980793854,0.9577464788732394,95.77464788732394,0.9572091892011407,95.72091892011407
efficientnet_b0,EfficientNet-B0,71,0.9295774647887324,92.95774647887323,0.9368091168091168,93.68091168091168,0.8859126984126983,88.59126984126982,0.8948885109599395,89.48885109599395,0.9358805826411459,93.5880582641146,0.9295774647887324,92.95774647887323,0.9262918782536488,92.62918782536488
proposed_attention_efficientnet_b0,Proposed Attention EfficientNet-B0,71,0.9577464788732394,95.77464788732394,0.963030303030303,96.3030303030303,0.9345238095238094,93.45238095238095,0.9433019361590791,94.33019361590792,0.9634314980793854,96.34314980793854,0.9577464788732394,95.77464788732394,0.9572091892011407,95.72091892011407
